Alloy composition,FORMULA,IDENTIFIER: Reference ID,REFERENCE: doi,PROPERTY: Processing method,PROPERTY: Microstructure,PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),PROPERTY: grain size ($\mu$m),PROPERTY: ROM Density (g/cm$^3$),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Young modulus (GPa),REFERENCE: year
,Hf1 Mo1 Ta1 Ti1 Zr1,133,10.1080/02670836.2018.1446267,,,,,,,,10.24,541.6,C,25.0,1600.0,,4.0,,,2018
Hf1 Nb1 Si0.5 Ti1 V1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Si0.5 Ti1 V1,51,10.1016/j.matlet.2016.03.092,CAST,BCC+Sec.,,,,,8.6,,,C,800.0,875.0,,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1,51,10.1016/j.matlet.2016.03.092,CAST,BCC+Sec.,,,,,8.6,,,C,1000.0,240.0,,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1,51,10.1016/j.matlet.2016.03.092,CAST,BCC+Sec.,,,,,8.6,,490.0,C,25.0,1399.0,1608.0,11.0,,,2016
Hf1 Nb1 Si0.5 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,ANNEAL,BCC+Laves+Sec.,,,,,7.5,,,C,400.0,1273.0,1335.0,14.5,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,ANNEAL,BCC+Laves+Sec.,,,,,7.5,,,C,600.0,597.0,651.0,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,ANNEAL,BCC+Laves+Sec.,,,,,7.5,,,C,800.0,102.0,107.0,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,ANNEAL,BCC+Laves+Sec.,,,,,7.5,,,C,25.0,1483.0,1611.0,9.5,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,CAST,BCC+Laves+Sec.,,,,,7.5,,,C,600.0,920.0,1252.0,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,CAST,BCC+Laves+Sec.,,,,,7.5,,,C,800.0,371.0,427.0,50.0,,,2016
,Hf1 Nb1 Si0.5 Ti1 V1 Zr1,79,10.4028/www.scientific.net/MSF.849.76,CAST,BCC+Laves+Sec.,,,,,7.5,,,C,25.0,1540.0,1643.0,16.8,,,2016
Hf1 Nb1 Ta1 Ti1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ta1 Ti1,215,10.1016/j.matdes.2018.06.003,ANNEAL,BCC,,,,,,,280.0,,,,,,,,2018
,Hf1 Nb1 Ta1 Ti1,215,10.1016/j.matdes.2018.06.003,CAST,BCC,,,,,,,270.0,,,,,,,,2018
,Hf1 Nb1 Ta1 Ti1,192,10.1016/j.actamat.2019.06.006,ANNEAL,BCC,160.0,5,,,,,,C,20.0,860.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1,192,10.1016/j.actamat.2019.06.006,ANNEAL,BCC,160.0,5,,,,,,C,20.0,834.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1,192,10.1016/j.actamat.2019.06.006,ANNEAL,BCC,160.0,5,,,,,,C,200.0,610.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1,192,10.1016/j.actamat.2019.06.006,ANNEAL,BCC,160.0,5,,,,,,C,600.0,473.0,,,,,2019
Hf1 Nb1 Ta1 Ti1 W1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ta1 Ti1 W1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,29.4,,,,C,25.0,1550.0,,26.3,,,2019
,Hf1 Nb1 Ta1 Ti1 W1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,29.4,,,,C,800.0,577.0,,35.0,,,2019
,Hf1 Nb1 Ta1 Ti1 W1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,29.4,,,,C,1000.0,409.0,,35.0,,,2019
,Hf1 Nb1 Ta1 Ti1 W1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,29.4,,,,C,1200.0,345.0,,35.0,,,2019
Hf1 Nb1 Ta1 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ta1 Ti1 Zr1,40,10.1016/j.jallcom.2014.11.064,CAST,BCC,,,,120.0,9.7,,295.0,C,25.0,1073.0,,50.0,,55.0,2014
,Hf1 Nb1 Ta1 Ti1 Zr1,48,10.1016/j. matlet.2016.03.133,CAST,BCC,,,,,9.9,,335.0,C,25.0,1015.0,,50.0,,85.0,2016
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,25.0,929.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,400.0,790.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,600.0,675.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,800.0,535.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,1000.0,295.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,53,10.1007/s10853-012-6260-2,OTHER,BCC,,,,,9.9,,,C,1200.0,92.0,,50.0,,,2012
,Hf1 Nb1 Ta1 Ti1 Zr1,75,10.1016/j.matlet.2016.03.133,CAST,BCC,,,,,9.9,,,C,25.0,1015.0,,,,110.6,2016
,Hf1 Nb1 Ta1 Ti1 Zr1,80,10.1016/j.actamat.2017.09.035,OTHER,BCC,,,,0.05,9.9,,420.0,T,25.0,1900.0,,7.9,,110.6,2017
,Hf1 Nb1 Ta1 Ti1 Zr1,80,10.1016/j.actamat.2017.09.035,OTHER,BCC+HCP,,,,0.05,9.9,,530.0,T,25.0,1520.0,,1.7,,,2017
,Hf1 Nb1 Ta1 Ti1 Zr1,80,10.1016/j.actamat.2017.09.035,OTHER,BCC+BCC+HCP,,,,0.1,9.9,,340.0,T,25.0,795.0,,5.0,,,2017
,Hf1 Nb1 Ta1 Ti1 Zr1,80,10.1016/j.actamat.2017.09.035,WROUGHT,BCC,,,,100.0,9.9,,309.0,T,25.0,830.0,840.0,9.2,,110.6,2017
,Hf1 Nb1 Ta1 Ti1 Zr1,81,10.1016/j.jallcom.2015.07.209,WROUGHT,BCC,,,,,9.9,,366.0,T,25.0,1202.0,1295.0,4.7,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,81,10.1016/j.jallcom.2015.07.209,WROUGHT,BCC+BCC,,,,,9.9,,,T,25.0,1303.0,1334.0,,,,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,81,10.1016/j.jallcom.2015.07.209,WROUGHT,BCC,,,,,9.9,,351.0,T,25.0,1145.0,1262.0,9.7,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,82,10.1016/j.matlet.2016.08.060,WROUGHT,BCC,,,,,9.9,,,T,25.0,958.0,974.0,,,110.6,2016
,Hf1 Nb1 Ta1 Ti1 Zr1,82,10.1016/j.matlet.2016.08.060,WROUGHT,BCC,,,,,9.9,,,T,25.0,944.0,959.0,,,110.6,2016
,Hf1 Nb1 Ta1 Ti1 Zr1,82,10.1016/j.matlet.2016.08.060,WROUGHT,BCC,,,,,9.9,,,T,25.0,940.0,953.0,,,110.6,2016
,Hf1 Nb1 Ta1 Ti1 Zr1,83,10.1016/jactamat.2017.09.062,WROUGHT,BCC,,,,,9.9,,,T,25.0,940.0,1080.0,,,110.6,2017
,Hf1 Nb1 Ta1 Ti1 Zr1,84,10.1016/j.jallcom.2011.02.171,OTHER,BCC,,,,,9.9,,,C,25.0,929.0,,,,110.6,2011
,Hf1 Nb1 Ta1 Ti1 Zr1,85,10.1016/j.msea.2015.08.024,CAST,BCC,,,,,9.9,,,C,25.0,905.0,,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,86,10.1016/j.matchar.2015.11.018,CAST,BCC,,,,,9.9,,,C,25.0,890.0,,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,87,10.1016/j.msea.2015.12.017,CAST,BCC,,,,,9.9,,,T,25.0,828.0,862.0,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,87,10.1016/j.msea.2015.12.017,CAST,BCC,,,,,9.9,,,T,25.0,827.0,856.0,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,87,10.1016/j.msea.2015.12.017,CAST,BCC,,,,,9.9,,,T,25.0,820.0,869.0,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,87,10.1016/j.msea.2015.12.017,CAST,BCC,,,,,9.9,,,T,25.0,803.0,810.0,,,110.6,2015
,Hf1 Nb1 Ta1 Ti1 Zr1,152,10.1016/j.matchar.2018.07.015,WROUGHT,BCC,,,,,,,,,,,,,,,2018
,Hf1 Nb1 Ta1 Ti1 Zr1,154,10.1016/j.intermet.2019.04.003,,,,,,,,,,,,,,,,78.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,157,10.1016/j.actamat.2019.06.032,OTHER,BCC,,,,,,9.89,,C,23.0,929.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,157,10.1016/j.actamat.2019.06.032,OTHER,BCC,,,,,,9.89,,C,1000.0,295.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,157,10.1016/j.actamat.2019.06.032,OTHER,BCC,,,,,,9.89,,C,1200.0,92.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,160,10.1016/j.jallcom.2019.04.291,WROUGHT,BCC,,,,40.0,,,,T,25.0,985.0,1004.0,15.7,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,160,10.1016/j.jallcom.2019.04.291,WROUGHT,BCC,,,,87.0,,,,T,25.0,972.0,999.5,12.6,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,160,10.1016/j.jallcom.2019.04.291,WROUGHT,BCC,,,,112.0,,,,T,25.0,967.0,980.6,10.8,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,,,,,C,25.0,929.0,,50.0,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,,,,,C,800.0,535.0,,40.0,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,,,,,C,1000.0,295.0,,50.0,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,183,10.1016/j.jallcom.2019.06.138,CAST,,,,,,,,,C,1200.0,92.0,,50.0,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,20.0,,,,,88.9,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,40.0,,,,,88.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,60.0,,,,,88.4,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,80.0,,,,,88.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,100.0,,,,,87.9,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,120.0,,,,,87.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,140.0,,,,,87.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,160.0,,,,,87.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,180.0,,,,,87.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,200.0,,,,,86.9,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,220.0,,,,,86.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,240.0,,,,,86.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,260.0,,,,,86.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,280.0,,,,,86.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,300.0,,,,,85.8,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,320.0,,,,,85.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,340.0,,,,,85.2,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,360.0,,,,,84.9,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,380.0,,,,,84.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,400.0,,,,,84.2,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,420.0,,,,,83.8,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,440.0,,,,,83.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,460.0,,,,,83.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,480.0,,,,,82.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,500.0,,,,,82.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,520.0,,,,,81.9,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,540.0,,,,,81.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,560.0,,,,,81.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,580.0,,,,,81.0,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,600.0,,,,,80.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,620.0,,,,,80.4,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,640.0,,,,,80.2,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,660.0,,,,,80.0,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,680.0,,,,,79.8,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,700.0,,,,,79.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,720.0,,,,,79.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,740.0,,,,,79.0,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,760.0,,,,,78.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,780.0,,,,,78.4,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,800.0,,,,,78.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,820.0,,,,,77.7,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,188,10.1016/j.jallcom.2019.05.322,WROUGHT,BCC,,,,60.0,,,,,840.0,,,,,77.4,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,121,10.3390/e21020114,CAST,BCC,,,,500.0,,,359.0,T,25.0,1155.0,1212.0,12.3,,59.0,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,129,10.3390/e21010015,CAST,BCC,,,,,,,,C,25.0,929.0,,50.0,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,129,10.3390/e21010015,CAST,BCC,,,,,,,,C,800.0,535.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,129,10.3390/e21010015,CAST,BCC,,,,,,,,C,1000.0,295.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,129,10.3390/e21010015,CAST,BCC,,,,,,,,C,1200.0,92.0,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,CAST,BCC,,,,,,,,T,25.0,1438.0,1218.0,5.0,,91.5,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,,,,,T,25.0,1159.0,1127.0,4.7,,99.2,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,,,,,T,25.0,1134.0,1134.0,7.6,,109.1,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,,,,,T,25.0,1094.0,1066.0,6.0,,105.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,,,,,T,25.0,1071.0,964.0,4.6,,91.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,24.4,,,,T,25.0,1107.0,977.0,13.9,,92.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,31.3,,,,T,25.0,1115.0,830.0,18.5,,92.6,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,38.4,,,,T,25.0,1114.0,935.0,12.2,,101.3,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,50.1,,,,,,,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,21.9,,,,,,,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,132,10.1007/s11661-018-4646-8,OTHER,BCC,,,,75.5,,,,,,,,,,,2019
,Hf1 Nb1 Ta1 Ti1 Zr1,133,10.1080/02670836.2018.1446267,,,,,,,,9.94,390.1,C,25.0,929.0,,50.0,,,2018
Hf1 Nb1 Ta1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ta1 Zr1,89,10.1016/j.actamat.2016.01.018,ANNEAL,BCC+HCP,,,,,11.1,,571.0,C,25.0,2310.0,,0.3,,,2016
,Hf1 Nb1 Ta1 Zr1,89,10.1016/j.actamat.2016.01.018,ANNEAL,BCC+HCP,,,,,11.1,,536.0,C,25.0,2100.0,2200.0,3.5,,,2016
,Hf1 Nb1 Ta1 Zr1,89,10.1016/j.actamat.2016.01.018,ANNEAL,BCC+HCP,,,,,11.1,,,C,25.0,2020.0,2030.0,1.7,,,2016
,Hf1 Nb1 Ta1 Zr1,89,10.1016/j.actamat.2016.01.018,ANNEAL,BCC+HCP,,,,,11.1,,550.0,C,25.0,1950.0,2010.0,2.2,,,2016
,Hf1 Nb1 Ta1 Zr1,89,10.1016/j.actamat.2016.01.018,CAST,BCC,,,,,11.1,,365.0,C,25.0,1315.0,1800.0,21.6,,109.3,2016
Hf1 Nb1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ti1 V1 Zr1,70,10.1016/j.ijrmhm.2014.07.009,ANNEAL,BCC+Laves,,,,,8.0,,,C,25.0,1157.0,1468.0,,,,2014
,Hf1 Nb1 Ti1 V1 Zr1,70,10.1016/j.ijrmhm.2014.07.009,ANNEAL,BCC,,,,,8.0,,,C,25.0,1253.0,1393.0,,,99.0,2014
,Hf1 Nb1 Ti1 V1 Zr1,70,10.1016/j.ijrmhm.2014.07.009,ANNEAL,BCC,,,,,8.0,,,C,25.0,1140.0,1463.0,,,99.0,2014
,Hf1 Nb1 Ti1 V1 Zr1,70,10.1016/j.ijrmhm.2014.07.009,ANNEAL,BCC,,,,,8.0,,,C,25.0,1120.0,1376.0,30.0,,99.0,2014
,Hf1 Nb1 Ti1 V1 Zr1,70,10.1016/j.ijrmhm.2014.07.009,CAST,BCC+Laves,,,,,8.0,,,C,25.0,1170.0,1463.0,29.6,,,2014
Hf1 Nb1 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Nb1 Ti1 Zr1,55,10.1016/j.matlet.2014.05.134,CAST,BCC,,,,,8.4,,,T,25.0,879.0,969.0,,14.9,92.0,2014
,Hf1 Nb1 Ti1 Zr1,154,10.1016/j.intermet.2019.04.003,WROUGHT,BCC,,,,,,,,,,,,,,69.7,2019
,Hf1 Nb1 Ti1 Zr1,184,10.1007/s12598-019-01310-6,CAST,BCC,,,,,,,351.0,C,25.0,1000.0,,52.0,,,2019
,Hf1 Nb1 Ti1 Zr1,184,10.1007/s12598-019-01310-6,ANNEAL,BCC,,,,50.0,,,,,,,,,,,2019
,Hf1 Nb1 Ti1 Zr1,184,10.1007/s12598-019-01310-6,CAST,BCC,,,,,,,,C,1073.0,303.0,,51.0,,,2019
,Hf1 Nb1 Ti1 Zr1,184,10.1007/s12598-019-01310-6,CAST,BCC,,,,,,,,C,1273.0,154.0,,51.0,,,2019
,Hf1 Nb1 Ti1 Zr1,133,10.1080/02670836.2018.1446267,,,,,,,,,,C,25.0,879.0,,16.5,,,2018
Hf1 Sc1 Ti1 Y1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Sc1 Ti1 Y1 Zr1,114,10.1007/s00339-019-2484-1,CAST,Other,,,,,,,256.0,C,25.0,793.0,,15.7,,,2019
Hf1 Sc1 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Sc1 Ti1 Zr1,114,10.1007/s00339-019-2484-1,CAST,Other,,,,,,,233.0,C,25.0,1001.0,,21.9,,,2019
Hf1 Ta0.4 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ta0.4 Ti1 Zr1,90,10.1002/adma.201701678,CAST,BCC+HCP,,,,,9.2,,,T,25.0,400.0,1100.0,,,,2017
Hf1 Ta0.5 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ta0.5 Ti1 Zr1,90,10.1002/adma.201701678,CAST,BCC+HCP,,,,,9.4,,,T,25.0,700.0,1100.0,,,,2017
Hf1 Ta0.6 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ta0.6 Ti1 Zr1,90,10.1002/adma.201701678,CAST,BCC+HCP,,,,,9.6,,,T,25.0,800.0,1100.0,,,,2017
Hf1 Ta1 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ta1 Ti1 Zr1,90,10.1002/adma.201701678,CAST,BCC,,,,,10.2,,,T,25.0,1500.0,1500.0,,,112.0,2017
Hf1 Ti1 Y1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ti1 Y1 Zr1,114,10.1007/s00339-019-2484-1,CAST,Other,,,,,,,241.0,C,25.0,554.0,,17.7,,,2019
Hf1 Ti1 Zr1,,,,,,,,,,,,,,,,,,,,
,Hf1 Ti1 Zr1,114,10.1007/s00339-019-2484-1,CAST,Other,,,,,,,211.0,C,25.0,773.0,,17.0,,,2019
Mo0.1 Nb1 Ti1 V0.3 Zr1,,,,,,,,,,,,,,,,,,,,
,Mo0.1 Nb1 Ti1 V0.3 Zr1,58,10.1016/j.matdes.2015.06.072,ANNEAL,BCC,,,,,6.6,,,C,25.0,932.0,,,45.0,,2015
Mo0.3 Nb1 Ti1 V0.3 Zr1,,,,,,,,,,,,,,,,,,,,
,Mo0.3 Nb1 Ti1 V0.3 Zr1,58,10.1016/j.matdes.2015.06.072,ANNEAL,BCC,,,,,6.8,,,C,25.0,1312.0,,,50.0,,2015
Mo0.3 Nb1 Ti1 V1 Zr1,,,,,,,,,,,,,,,,,,,,
,Mo0.3 Nb1 Ti1 V1 Zr1,58,10.1016/j.matdes.2015.06.072,ANNEAL,BCC,,,,,6.7,,,C,25.0,1289.0,,,42.0,,2015
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,,,,,,,,,,,,,,,,,,,,
,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,59,10.1007/s11837-012-0366-5,CAST,BCC,,,,,6.9,,,C,25.0,1418.0,2508.0,24.0,,143.0,2012
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,,,,,,,,,,,,,,,,,,,,
,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,59,10.1007/s11837-012-0366-5,CAST,BCC,,,,,7.0,,,C,25.0,1538.0,3176.0,23.0,,146.0,2012
Mo0.5 Nb1 Ti1 V0.3 Zr1,,,,,,,,,,,,,,,,,,,,
